"grupp" "langd"
"1153" "Gr1" 178
"1154" "Gr1" 174
"1155" "Gr1" 172
"1156" "Gr1" 172
"1157" "Gr1" 172
"1158" "Gr1" 175
"1159" "Gr1" 177
"1160" "Gr1" 175
"1161" "Gr1" 178
"1162" "Gr1" 170
"1163" "Gr1" 176
"1164" "Gr1" 179
"1165" "Gr1" 177
"1166" "Gr1" 177
"1167" "Gr1" 181
"1168" "Gr1" 173
"1169" "Gr1" 171
"1170" "Gr1" 178
"1171" "Gr1" 178
"1172" "Gr1" 173
"1173" "Gr1" 174
"1174" "Gr1" 171
"1175" "Gr1" 180
"1176" "Gr1" 177
"1177" "Gr1" 173
"1178" "Gr1" 174
"1179" "Gr1" 176
"1180" "Gr1" 167
"1181" "Gr1" 179
"1182" "Gr1" 172
"1183" "Gr1" 174
"1184" "Gr1" 172
"1185" "Gr1" 170
"1186" "Gr1" 177
"1187" "Gr1" 174
"1188" "Gr1" 177
"1189" "Gr1" 176
"1190" "Gr1" 173
"1191" "Gr1" 172
"1192" "Gr1" 169
"1193" "Gr1" 179
"1194" "Gr1" 179
"1195" "Gr1" 173
"1196" "Gr1" 177
"1197" "Gr1" 170
"1198" "Gr1" 180
"1199" "Gr1" 175
"1200" "Gr1" 178
"1201" "Gr1" 173
"1202" "Gr1" 176
"1203" "Gr1" 176
"1204" "Gr1" 177
"1205" "Gr1" 172
"1206" "Gr1" 178
"1207" "Gr1" 173
"1208" "Gr1" 171
"1209" "Gr1" 180
"1210" "Gr1" 177
"1211" "Gr1" 182
"1212" "Gr1" 167
"1213" "Gr1" 174
"1214" "Gr1" 168
"1215" "Gr1" 169
"1216" "Gr1" 177
"1217" "Gr1" 174
"1218" "Gr1" 171
"1219" "Gr1" 169
"1220" "Gr1" 175
"1221" "Gr1" 176
"1222" "Gr1" 173
"1223" "Gr1" 173
"1224" "Gr1" 170
"1225" "Gr1" 176
"1226" "Gr1" 181
"1227" "Gr1" 178
"1228" "Gr1" 180
"1229" "Gr1" 168
"1230" "Gr1" 182
"1231" "Gr1" 177
"1232" "Gr1" 173
"1233" "Gr1" 177
"1234" "Gr1" 172
"1235" "Gr1" 170
"1236" "Gr1" 181
"1237" "Gr1" 172
"1238" "Gr1" 174
"1239" "Gr1" 169
"1240" "Gr1" 173
"1241" "Gr1" 176
"1242" "Gr1" 180
"1243" "Gr1" 171
"1244" "Gr1" 178
"1245" "Gr1" 173
"1246" "Gr1" 171
"1247" "Gr1" 176
"1248" "Gr1" 178
"1249" "Gr1" 171
"1250" "Gr1" 174
"1251" "Gr1" 179
"1252" "Gr1" 166
"1253" "Gr1" 176
"1254" "Gr1" 175
"1255" "Gr1" 179
"1256" "Gr1" 171
"1257" "Gr1" 181
"1258" "Gr1" 177
"1259" "Gr1" 168
"1260" "Gr1" 170
"1261" "Gr1" 170
"1262" "Gr1" 172
"1263" "Gr1" 172
"1264" "Gr1" 176
"1265" "Gr1" 168
"1266" "Gr1" 176
"1267" "Gr1" 176
"1268" "Gr1" 173
"1269" "Gr1" 180
"1270" "Gr1" 175
"1271" "Gr1" 175
"1272" "Gr1" 172
"1273" "Gr1" 184
"1274" "Gr1" 174
"1275" "Gr1" 180
"1276" "Gr1" 179
"1277" "Gr1" 174
"1278" "Gr1" 169
"1279" "Gr1" 178
"1280" "Gr1" 173
"1281" "Gr1" 181
"1282" "Gr1" 177
"1283" "Gr1" 175
"1284" "Gr1" 176
"1285" "Gr1" 173
"1286" "Gr1" 171
"1287" "Gr1" 176
"1288" "Gr1" 178
"1289" "Gr1" 172
"1290" "Gr1" 182
"1291" "Gr1" 174
"1292" "Gr1" 181
"1293" "Gr1" 173
"1294" "Gr1" 175
"1295" "Gr1" 172
"1296" "Gr1" 173
"1297" "Gr1" 182
"1298" "Gr1" 172
"1299" "Gr1" 176
"1300" "Gr1" 177
"1301" "Gr1" 174
"1302" "Gr1" 181
"1303" "Gr1" 171
"1304" "Gr1" 171
"1305" "Gr1" 180
"1306" "Gr1" 172
"1307" "Gr1" 175
"1308" "Gr1" 171
"1309" "Gr1" 169
"1310" "Gr1" 171
"1311" "Gr1" 179
"1312" "Gr1" 175
"1313" "Gr1" 170
"1314" "Gr1" 179
"1315" "Gr1" 176
"1316" "Gr1" 174
"1317" "Gr1" 171
"1318" "Gr1" 177
"1319" "Gr1" 178
"1320" "Gr1" 171
"1321" "Gr1" 175
"1322" "Gr1" 175
"1323" "Gr1" 178
"1324" "Gr1" 176
"1325" "Gr1" 175
"1326" "Gr1" 179
"1327" "Gr1" 176
"1328" "Gr1" 166
"1329" "Gr1" 174
"1330" "Gr1" 177
"1331" "Gr1" 174
"1332" "Gr1" 176
"1333" "Gr1" 179
"1334" "Gr1" 173
"1335" "Gr1" 166
"1336" "Gr1" 174
"1337" "Gr1" 171
"1338" "Gr1" 170
"1339" "Gr1" 173
"1340" "Gr1" 170
"1341" "Gr1" 186
"1342" "Gr1" 181
"1343" "Gr1" 174
"1344" "Gr1" 181
"1345" "Gr1" 176
"1346" "Gr1" 175
"1347" "Gr1" 172
"1348" "Gr1" 167
"1349" "Gr1" 168
"1350" "Gr1" 179
"1351" "Gr1" 183
"1352" "Gr1" 176
"1353" "Gr1" 182
"1354" "Gr1" 183
"1355" "Gr1" 180
"1356" "Gr1" 170
"1357" "Gr1" 173
"1358" "Gr1" 172
"1359" "Gr1" 178
"1360" "Gr1" 172
"1361" "Gr1" 169
"1362" "Gr1" 182
"1363" "Gr1" 177
"1364" "Gr1" 172
"1365" "Gr1" 173
"1366" "Gr1" 182
"1367" "Gr1" 174
"1368" "Gr1" 174
"1369" "Gr1" 176
"1370" "Gr1" 181
"1371" "Gr1" 168
"1372" "Gr1" 172
"1373" "Gr1" 172
"1374" "Gr1" 172
"1375" "Gr1" 178
"1376" "Gr1" 176
"1377" "Gr1" 177
"1378" "Gr1" 175
"1379" "Gr1" 171
"1380" "Gr1" 175
"1381" "Gr1" 181
"1382" "Gr1" 178
"1383" "Gr1" 172
"1384" "Gr1" 168
"1385" "Gr1" 175
"1386" "Gr1" 170
"1387" "Gr1" 174
"1388" "Gr1" 178
"1389" "Gr1" 177
"1390" "Gr1" 180
"1391" "Gr1" 174
"1392" "Gr1" 172
"1393" "Gr1" 173
"1394" "Gr1" 174
"1395" "Gr1" 169
"1396" "Gr1" 171
"1397" "Gr1" 176
"1398" "Gr1" 174
"1399" "Gr1" 173
"1400" "Gr1" 177
"1401" "Gr1" 176
"1402" "Gr1" 166
"1403" "Gr1" 174
"1404" "Gr1" 175
"1405" "Gr1" 174
"1406" "Gr1" 176
"1407" "Gr1" 170
"1408" "Gr1" 180
"1409" "Gr1" 179
"1410" "Gr1" 176
"1411" "Gr1" 173
"1412" "Gr1" 182
"1413" "Gr1" 174
"1414" "Gr1" 171
"1415" "Gr1" 178
"1416" "Gr1" 182
"1417" "Gr1" 174
"1418" "Gr1" 175
"1419" "Gr1" 180
"1420" "Gr1" 176
"1421" "Gr1" 168
"1422" "Gr1" 168
"1423" "Gr1" 174
"1424" "Gr1" 173
"1425" "Gr1" 172
"1426" "Gr1" 176
"1427" "Gr1" 177
"1428" "Gr1" 178
"1429" "Gr1" 174
"1430" "Gr1" 171
"1431" "Gr1" 176
"1432" "Gr1" 180
"1433" "Gr1" 177
"1434" "Gr1" 173
"1435" "Gr1" 178
"1436" "Gr1" 173
"1437" "Gr1" 171
"1438" "Gr1" 174
"1439" "Gr1" 174
"1440" "Gr1" 178
"1441" "Gr1" 169
"1442" "Gr1" 183
"1443" "Gr1" 180
"1444" "Gr1" 170
"1445" "Gr1" 170
"1446" "Gr1" 174
"1447" "Gr1" 174
"1448" "Gr1" 177
"1449" "Gr1" 180
"1450" "Gr1" 173
"1451" "Gr1" 179
"1452" "Gr1" 177
"1453" "Gr1" 184
"1454" "Gr1" 172
"1455" "Gr1" 174
"1456" "Gr1" 176
"1457" "Gr1" 180
"1458" "Gr1" 173
"1459" "Gr1" 172
"1460" "Gr1" 173
"1461" "Gr1" 172
"1462" "Gr1" 183
"1463" "Gr1" 175
"1464" "Gr1" 174
"1465" "Gr1" 172
"1466" "Gr1" 173
"1467" "Gr1" 175
"1468" "Gr1" 172
"1469" "Gr1" 172
"1470" "Gr1" 177
"1471" "Gr1" 171
"1472" "Gr1" 175
"1473" "Gr1" 181
"1474" "Gr1" 183
"1475" "Gr1" 172
"1476" "Gr1" 177
"1477" "Gr1" 175
"1478" "Gr1" 177
"1479" "Gr1" 171
"1480" "Gr1" 177
"1481" "Gr1" 177
"1482" "Gr1" 170
"1483" "Gr1" 170
"1484" "Gr1" 178
"1485" "Gr1" 172
"1486" "Gr1" 182
"1487" "Gr1" 181
"1488" "Gr1" 176
"1489" "Gr1" 173
"1490" "Gr1" 179
"1491" "Gr1" 176
"1492" "Gr1" 179
"1493" "Gr1" 177
"1494" "Gr1" 171
"1495" "Gr1" 175
"1496" "Gr1" 177
"1497" "Gr1" 177
"1498" "Gr1" 179
"1499" "Gr1" 175
"1500" "Gr1" 174
"1501" "Gr1" 179
"1502" "Gr1" 178
"1503" "Gr1" 172
"1504" "Gr1" 172
"1505" "Gr1" 175
"1506" "Gr1" 178
"1507" "Gr1" 173
"1508" "Gr1" 170
"1509" "Gr1" 174
"1510" "Gr1" 174
"1511" "Gr1" 178
"1512" "Gr1" 175
"1513" "Gr1" 175
"1514" "Gr1" 181
"1515" "Gr1" 181
"1516" "Gr1" 172
"1517" "Gr1" 173
"1518" "Gr1" 172
"1519" "Gr1" 173
"1520" "Gr1" 173
"1521" "Gr1" 176
"1522" "Gr1" 181
"1523" "Gr1" 175
"1524" "Gr1" 174
"1525" "Gr1" 181
"1526" "Gr1" 174
"1527" "Gr1" 175
"1528" "Gr1" 180
"1529" "Gr1" 167
"1530" "Gr1" 174
"1531" "Gr1" 173
"1532" "Gr1" 172
"1533" "Gr1" 171
"1534" "Gr1" 180
"1535" "Gr1" 177
"1536" "Gr1" 171
"1537" "Gr1" 173
"1538" "Gr1" 173
"1539" "Gr1" 178
"1540" "Gr1" 174
"1541" "Gr1" 172
"1542" "Gr1" 176
"1543" "Gr1" 176
"1544" "Gr1" 176
"1545" "Gr1" 176
"1546" "Gr1" 170
"1547" "Gr1" 177
"1548" "Gr1" 175
"1549" "Gr1" 178
"1550" "Gr1" 178
"1551" "Gr1" 174
"1552" "Gr1" 169
"1553" "Gr1" 176
"1554" "Gr1" 179
"1555" "Gr1" 175
"1556" "Gr1" 171
"1557" "Gr1" 171
"1558" "Gr1" 177
"1559" "Gr1" 176
"1560" "Gr1" 178
"1561" "Gr1" 179
"1562" "Gr1" 176
"1563" "Gr1" 172
"1564" "Gr1" 178
"1565" "Gr1" 178
"1566" "Gr1" 176
"1567" "Gr1" 179
"1568" "Gr1" 172
"1569" "Gr1" 178
"1570" "Gr1" 181
"1571" "Gr1" 177
"1572" "Gr1" 177
"1573" "Gr1" 176
"1574" "Gr1" 172
"1575" "Gr1" 175
"1576" "Gr1" 173
"1577" "Gr1" 184
"1578" "Gr1" 169
"1579" "Gr1" 175
"1580" "Gr1" 170
"1581" "Gr1" 174
"1582" "Gr1" 179
"1583" "Gr1" 176
"1584" "Gr1" 170
"1585" "Gr1" 174
"1586" "Gr1" 172
"1587" "Gr1" 172
"1588" "Gr1" 167
"1589" "Gr1" 175
"1590" "Gr1" 179
"1591" "Gr1" 171
"1592" "Gr1" 178
"1593" "Gr1" 170
"1594" "Gr1" 176
"1595" "Gr1" 180
"1596" "Gr1" 176
"1597" "Gr1" 170
"1598" "Gr1" 176
"1599" "Gr1" 176
"1600" "Gr1" 179
"1601" "Gr1" 172
"1602" "Gr1" 174
"1603" "Gr1" 183
"1604" "Gr1" 171
"1605" "Gr1" 179
"1606" "Gr1" 175
"1607" "Gr1" 176
"1608" "Gr1" 168
"1609" "Gr1" 178
"1610" "Gr1" 176
"1611" "Gr1" 177
"1612" "Gr1" 172
"1613" "Gr1" 175
"1614" "Gr1" 174
"1615" "Gr1" 173
"1616" "Gr1" 166
"1617" "Gr1" 177
"1618" "Gr1" 170
"1619" "Gr1" 174
"1620" "Gr1" 171
"1621" "Gr1" 182
"1622" "Gr1" 181
"1623" "Gr1" 168
"1624" "Gr1" 178
"1625" "Gr1" 174
"1626" "Gr1" 174
"1627" "Gr1" 172
"1628" "Gr1" 182
"1629" "Gr1" 175
"1630" "Gr1" 175
"1631" "Gr1" 179
"1632" "Gr1" 172
"1633" "Gr1" 173
"1634" "Gr1" 172
"1635" "Gr1" 174
"1636" "Gr1" 176
"1637" "Gr1" 171
"1638" "Gr1" 173
"1639" "Gr1" 177
"1640" "Gr1" 170
"1641" "Gr1" 177
"1642" "Gr1" 173
"1643" "Gr1" 177
"1644" "Gr1" 171
"1645" "Gr1" 171
"1646" "Gr1" 171
"1647" "Gr1" 171
"1648" "Gr1" 174
"1649" "Gr1" 178
"1650" "Gr1" 171
"1651" "Gr1" 175
"1652" "Gr1" 168
"1653" "Gr1" 177
"1654" "Gr1" 178
"1655" "Gr1" 175
"1656" "Gr1" 169
"1657" "Gr1" 172
"1658" "Gr1" 175
"1659" "Gr1" 179
"1660" "Gr1" 183
"1661" "Gr1" 177
"1662" "Gr1" 167
"1663" "Gr1" 169
"1664" "Gr1" 173
"1665" "Gr1" 172
"1666" "Gr1" 174
"1667" "Gr1" 169
"1668" "Gr1" 181
"1669" "Gr1" 179
"1670" "Gr1" 179
"1671" "Gr1" 176
"1672" "Gr1" 177
"1673" "Gr1" 173
"1674" "Gr1" 180
"1675" "Gr1" 178
"1676" "Gr1" 170
"1677" "Gr1" 168
"1678" "Gr1" 172
"1679" "Gr1" 179
"1680" "Gr1" 179
"1681" "Gr1" 179
"1682" "Gr1" 181
"1683" "Gr1" 177
"1684" "Gr1" 178
"1685" "Gr1" 178
"1686" "Gr1" 178
"1687" "Gr1" 175
"1688" "Gr1" 167
"1689" "Gr1" 173
"1690" "Gr1" 171
"1691" "Gr1" 175
"1692" "Gr1" 170
"1693" "Gr1" 181
"1694" "Gr1" 176
"1695" "Gr1" 171
"1696" "Gr1" 174
"1697" "Gr1" 180
"1698" "Gr1" 176
"1699" "Gr1" 175
"1700" "Gr1" 170
"1701" "Gr1" 174
"1702" "Gr1" 180
"1703" "Gr1" 171
"1704" "Gr1" 177
"1705" "Gr1" 174
"1706" "Gr1" 181
"1707" "Gr1" 178
"1708" "Gr1" 177
"1709" "Gr1" 172
"1710" "Gr1" 172
"1711" "Gr1" 171
"1712" "Gr1" 171
"1713" "Gr1" 176
"1714" "Gr1" 178
"1715" "Gr1" 169
"1716" "Gr1" 173
"1717" "Gr1" 165
"1718" "Gr1" 180
"1719" "Gr1" 165
"1720" "Gr1" 177
"1721" "Gr1" 177
"1722" "Gr1" 179
"1723" "Gr1" 182
"1724" "Gr1" 168
"1725" "Gr1" 180
"1726" "Gr1" 171
"1727" "Gr1" 169
"1728" "Gr1" 174
"1729" "Gr1" 173
"1730" "Gr1" 171
"1731" "Gr1" 177
"1732" "Gr1" 171
"1733" "Gr1" 180
"1734" "Gr1" 176
"1735" "Gr1" 179
"1736" "Gr1" 172
"1737" "Gr1" 174
"1738" "Gr1" 177
"1739" "Gr1" 173
"1740" "Gr1" 179
"1741" "Gr1" 171
"1742" "Gr1" 172
"1743" "Gr1" 184
"1744" "Gr1" 176
"1745" "Gr1" 172
"1746" "Gr1" 173
"1747" "Gr1" 174
"1748" "Gr1" 177
"1749" "Gr1" 173
"1750" "Gr1" 170
"1751" "Gr1" 170
"1752" "Gr1" 170
"1753" "Gr1" 177
"1754" "Gr1" 184
"1755" "Gr1" 177
"1756" "Gr1" 178
"1757" "Gr1" 170
"1758" "Gr1" 175
"1759" "Gr1" 173
"1760" "Gr1" 172
"1761" "Gr1" 176
"1762" "Gr1" 161
"1763" "Gr1" 172
"1764" "Gr1" 178
"1765" "Gr1" 170
"1766" "Gr1" 176
"1767" "Gr1" 172
"1768" "Gr1" 175
"1769" "Gr1" 177
"1770" "Gr1" 177
"1771" "Gr1" 177
"1772" "Gr1" 179
"1773" "Gr1" 177
"1774" "Gr1" 176
"1775" "Gr1" 179
"1776" "Gr1" 178
"1777" "Gr1" 186
"1778" "Gr1" 174
"1779" "Gr1" 183
"1780" "Gr1" 178
"1781" "Gr1" 177
"1782" "Gr1" 171
"1783" "Gr1" 176
"1784" "Gr1" 175
"1785" "Gr1" 175
"1786" "Gr1" 171
"1787" "Gr1" 175
"1788" "Gr1" 170
"1789" "Gr1" 173
"1790" "Gr1" 183
"1791" "Gr1" 178
"1792" "Gr1" 181
"1793" "Gr1" 188
"1794" "Gr1" 184
"1795" "Gr1" 173
"1796" "Gr1" 183
"1797" "Gr1" 175
"1798" "Gr1" 168
"1799" "Gr1" 181
"1800" "Gr1" 170
"1801" "Gr1" 178
"1802" "Gr1" 179
"1803" "Gr1" 182
"1804" "Gr1" 179
"1805" "Gr1" 177
"1806" "Gr1" 178
"1807" "Gr1" 174
"1808" "Gr1" 177
"1809" "Gr1" 173
"1810" "Gr1" 177
"1811" "Gr1" 177
"1812" "Gr1" 172
"1813" "Gr1" 179
"1814" "Gr1" 178
"1815" "Gr1" 167
"1816" "Gr1" 171
"1817" "Gr1" 173
"1818" "Gr1" 168
"1819" "Gr1" 176
"1820" "Gr1" 180
"1821" "Gr1" 175
"1822" "Gr1" 173
"1823" "Gr1" 168
"1824" "Gr1" 177
"1825" "Gr1" 175
"1826" "Gr1" 169
"1827" "Gr1" 175
"1828" "Gr1" 178
"1829" "Gr1" 169
"1830" "Gr1" 170
"1831" "Gr1" 172
"1832" "Gr1" 173
"1833" "Gr1" 172
"1834" "Gr1" 171
"1835" "Gr1" 173
"1836" "Gr1" 176
"1837" "Gr1" 174
"1838" "Gr1" 172
"1839" "Gr1" 169
"1840" "Gr1" 178
"1841" "Gr1" 173
"1842" "Gr1" 181
"1843" "Gr1" 171
"1844" "Gr1" 170
"1845" "Gr1" 177
"1846" "Gr1" 180
"1847" "Gr1" 173
"1848" "Gr1" 167
"1849" "Gr1" 174
"1850" "Gr1" 169
"1851" "Gr1" 180
"1852" "Gr1" 171
"1853" "Gr1" 181
"1854" "Gr1" 183
"1855" "Gr1" 170
"1856" "Gr1" 174
"1857" "Gr1" 176
"1858" "Gr1" 180
"1859" "Gr1" 181
"1860" "Gr1" 170
"1861" "Gr1" 174
"1862" "Gr1" 171
"1863" "Gr1" 181
"1864" "Gr1" 174
"1865" "Gr1" 170
"1866" "Gr1" 180
"1867" "Gr1" 179
"1868" "Gr1" 176
"1869" "Gr1" 169
"1870" "Gr1" 168
"1871" "Gr1" 171
"1872" "Gr1" 171
"1873" "Gr1" 178
"1874" "Gr1" 185
"1875" "Gr1" 170
"1876" "Gr1" 174
"1877" "Gr1" 180
"1878" "Gr1" 175
"1879" "Gr1" 173
"1880" "Gr1" 170
"1881" "Gr1" 176
"1882" "Gr1" 176
"1883" "Gr1" 175
"1884" "Gr1" 183
"1885" "Gr1" 169
"1886" "Gr1" 179
"1887" "Gr1" 179
"1888" "Gr1" 181
"1889" "Gr1" 172
"1890" "Gr1" 176
"1891" "Gr1" 172
"1892" "Gr1" 177
"1893" "Gr1" 175
"1894" "Gr1" 173
"1895" "Gr1" 178
"1896" "Gr1" 172
"1897" "Gr1" 177
"1898" "Gr1" 180
"1899" "Gr1" 184
"1900" "Gr1" 181
"1901" "Gr1" 172
"1902" "Gr1" 181
"1903" "Gr1" 176
"1904" "Gr1" 173
"1905" "Gr1" 174
"1906" "Gr1" 172
"1907" "Gr1" 171
"1908" "Gr1" 172
"1909" "Gr1" 173
"1910" "Gr1" 172
"1911" "Gr1" 180
"1912" "Gr1" 167
"1913" "Gr1" 174
"1914" "Gr1" 180
"1915" "Gr1" 176
"1916" "Gr1" 171
"1917" "Gr1" 178
"1918" "Gr1" 174
"1919" "Gr1" 175
"1920" "Gr1" 164
"1921" "Gr1" 183
"1922" "Gr1" 178
"1923" "Gr1" 171
"1924" "Gr1" 176
"1925" "Gr1" 174
"1926" "Gr1" 175
"1927" "Gr1" 180
"1928" "Gr1" 176
"1929" "Gr1" 180
"1930" "Gr1" 177
"1931" "Gr1" 174
"1932" "Gr1" 177
"1933" "Gr1" 176
"1934" "Gr1" 171
"1935" "Gr1" 175
"1936" "Gr1" 184
"1937" "Gr1" 175
"1938" "Gr1" 172
"1939" "Gr1" 178
"1940" "Gr1" 184
"1941" "Gr1" 172
"1942" "Gr1" 177
"1943" "Gr1" 174
"1944" "Gr1" 170
"1945" "Gr1" 173
"1946" "Gr1" 177
"1947" "Gr1" 176
"1948" "Gr1" 168
"1949" "Gr1" 176
"1950" "Gr1" 177
"1951" "Gr1" 177
"1952" "Gr1" 167
"1953" "Gr1" 176
"1954" "Gr1" 174
"1955" "Gr1" 169
"1956" "Gr1" 174
"1957" "Gr1" 171
"1958" "Gr1" 175
"1959" "Gr1" 178
"1960" "Gr1" 180
"1961" "Gr1" 178
"1962" "Gr1" 174
"1963" "Gr1" 173
"1964" "Gr1" 177
"1965" "Gr1" 170
"1966" "Gr1" 171
"1967" "Gr1" 171
"1968" "Gr1" 178
"1969" "Gr1" 175
"1970" "Gr1" 167
"1971" "Gr1" 177
"1972" "Gr1" 172
"1973" "Gr1" 176
"1974" "Gr1" 181
"1975" "Gr1" 176
"1976" "Gr1" 169
"1977" "Gr1" 173
"1978" "Gr1" 174
"1979" "Gr1" 172
"1980" "Gr1" 175
"1981" "Gr1" 174
"1982" "Gr1" 178
"1983" "Gr1" 166
"1984" "Gr1" 172
"1985" "Gr1" 177
"1986" "Gr1" 175
"1987" "Gr1" 183
"1988" "Gr1" 170
"1989" "Gr1" 176
"1990" "Gr1" 180
"1991" "Gr1" 175
"1992" "Gr1" 171
"1993" "Gr1" 175
"1994" "Gr1" 170
"1995" "Gr1" 180
"1996" "Gr1" 180
"1997" "Gr1" 168
"1998" "Gr1" 174
"1999" "Gr1" 180
"2000" "Gr1" 176
"2001" "Gr1" 174
"2002" "Gr1" 180
"2003" "Gr1" 178
"2004" "Gr1" 173
"2005" "Gr1" 177
"2006" "Gr1" 179
"2007" "Gr1" 168
"2008" "Gr1" 177
"2009" "Gr1" 175
"2010" "Gr1" 174
"2011" "Gr1" 170
"2012" "Gr1" 172
"2013" "Gr1" 176
"2014" "Gr1" 174
"2015" "Gr1" 175
"2016" "Gr1" 175
"2017" "Gr1" 175
"2018" "Gr1" 174
"2019" "Gr1" 171
"2020" "Gr1" 177
"2021" "Gr1" 168
"2022" "Gr1" 181
"2023" "Gr1" 180
"2024" "Gr1" 177
"2025" "Gr1" 179
"2026" "Gr1" 177
"2027" "Gr1" 178
"2028" "Gr1" 179
"2029" "Gr1" 177
"2030" "Gr1" 178
"2031" "Gr1" 179
"2032" "Gr1" 176
"2033" "Gr1" 172
"2034" "Gr1" 177
"2035" "Gr1" 174
"2036" "Gr1" 173
"2037" "Gr1" 177
"2038" "Gr1" 177
"2039" "Gr1" 174
"2040" "Gr1" 174
"2041" "Gr1" 173
"2042" "Gr1" 168
"2043" "Gr1" 180
"2044" "Gr1" 171
"2045" "Gr1" 183
"2046" "Gr1" 169
"2047" "Gr1" 172
"2048" "Gr1" 179
"2049" "Gr1" 182
"2050" "Gr1" 171
"2051" "Gr1" 172
"2052" "Gr1" 172
"2053" "Gr1" 170
"2054" "Gr1" 177
"2055" "Gr1" 177
"2056" "Gr1" 178
"2057" "Gr1" 175
"2058" "Gr1" 181
"2059" "Gr1" 173
"2060" "Gr1" 173
"2061" "Gr1" 169
"2062" "Gr1" 172
"2063" "Gr1" 172
"2064" "Gr1" 175
"2065" "Gr1" 178
"2066" "Gr1" 175
"2067" "Gr1" 167
"2068" "Gr1" 178
"2069" "Gr1" 176
"2070" "Gr1" 175
"2071" "Gr1" 177
"2072" "Gr1" 172
"2073" "Gr1" 176
"2074" "Gr1" 176
"2075" "Gr1" 180
"2076" "Gr1" 179
"2077" "Gr1" 173
"2078" "Gr1" 179
"2079" "Gr1" 169
"2080" "Gr1" 178
"2081" "Gr1" 177
"2082" "Gr1" 170
"2083" "Gr1" 177
"2084" "Gr1" 169
"2085" "Gr1" 165
"2086" "Gr1" 177
"2087" "Gr1" 175
"2088" "Gr1" 172
"2089" "Gr1" 172
"2090" "Gr1" 177
"2091" "Gr1" 179
"2092" "Gr1" 168
"2093" "Gr1" 173
"2094" "Gr1" 178
"2095" "Gr1" 169
"2096" "Gr1" 173
"2097" "Gr1" 176
"2098" "Gr1" 173
"2099" "Gr1" 175
"2100" "Gr1" 177
"2101" "Gr1" 172
"2102" "Gr1" 179
"2103" "Gr1" 172
"2104" "Gr1" 175
"2105" "Gr1" 180
"2106" "Gr1" 170
"2107" "Gr1" 174
"2108" "Gr1" 176
"2109" "Gr1" 175
"2110" "Gr1" 177
"2111" "Gr1" 175
"2112" "Gr1" 170
"2113" "Gr1" 177
"2114" "Gr1" 177
"2115" "Gr1" 175
"2116" "Gr1" 179
"2117" "Gr1" 171
"2118" "Gr1" 175
"2119" "Gr1" 174
"2120" "Gr1" 175
"2121" "Gr1" 179
"2122" "Gr1" 167
"2123" "Gr1" 182
"2124" "Gr1" 172
"2125" "Gr1" 170
"2126" "Gr1" 172
"2127" "Gr1" 178
"2128" "Gr1" 182
"2129" "Gr1" 177
"2130" "Gr1" 180
"2131" "Gr1" 173
"2132" "Gr1" 177
"2133" "Gr1" 165
"2134" "Gr1" 176
"2135" "Gr1" 184
"2136" "Gr1" 169
"2137" "Gr1" 172
"2138" "Gr1" 175
"2139" "Gr1" 173
"2140" "Gr1" 180
"2141" "Gr1" 173
"2142" "Gr1" 174
"2143" "Gr1" 175
"2144" "Gr1" 166
"2145" "Gr1" 172
"2146" "Gr1" 175
"2147" "Gr1" 174
"2148" "Gr1" 167
"2149" "Gr1" 176
"2150" "Gr1" 173
"2151" "Gr1" 174
"2152" "Gr1" 174
"2153" "Gr1" 176
"2154" "Gr1" 171
"2155" "Gr1" 174
"2156" "Gr1" 175
"2157" "Gr1" 175
"2158" "Gr1" 167
"2159" "Gr1" 180
"2160" "Gr1" 170
"2161" "Gr1" 172
"2162" "Gr1" 174
"2163" "Gr1" 180
"2164" "Gr1" 173
"2165" "Gr1" 164
"2166" "Gr1" 178
"2167" "Gr1" 180
"2168" "Gr1" 174
"2169" "Gr1" 169
"2170" "Gr1" 181
"2171" "Gr1" 175
"2172" "Gr1" 180
"2173" "Gr1" 170
"2174" "Gr1" 174
"2175" "Gr1" 176
"2176" "Gr1" 177
"2177" "Gr1" 180
"2178" "Gr1" 174
"2179" "Gr1" 178
"2180" "Gr1" 171
"2181" "Gr1" 173
"2182" "Gr1" 176
"2183" "Gr1" 179
"2184" "Gr1" 174
"2185" "Gr1" 171
"2186" "Gr1" 178
"2187" "Gr1" 172
"2188" "Gr1" 174
"2189" "Gr1" 172
"2190" "Gr1" 179
"2191" "Gr1" 175
"2192" "Gr1" 179
"2193" "Gr1" 169
"2194" "Gr1" 170
"2195" "Gr1" 172
"2196" "Gr1" 179
"2197" "Gr1" 178
"2198" "Gr1" 185
"2199" "Gr1" 169
"2200" "Gr1" 174
"2201" "Gr1" 172
"2202" "Gr1" 176
"2203" "Gr1" 178
"2204" "Gr1" 178
"2205" "Gr1" 175
"2206" "Gr1" 178
"2207" "Gr1" 176
"2208" "Gr1" 177
"2209" "Gr1" 170
"2210" "Gr1" 176
"2211" "Gr1" 174
"2212" "Gr1" 169
"2213" "Gr1" 175
"2214" "Gr1" 171
"2215" "Gr1" 174
"2216" "Gr1" 170
"2217" "Gr1" 171
"2218" "Gr1" 179
"2219" "Gr1" 175
"2220" "Gr1" 173
"2221" "Gr1" 180
"2222" "Gr1" 173
"2223" "Gr1" 180
"2224" "Gr1" 180
"2225" "Gr1" 173
"2226" "Gr1" 179
"2227" "Gr1" 179
"2228" "Gr1" 172
